"word","question_prompt_pre","question_prompt_post","question_type","bin","choice1","choice2","choice3","choice4","choice5"
"cracked","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"crumbs","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"dame","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"declared","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"diaper","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"ditty","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"dreary","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"dwell","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"ended","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"eyed","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"fault","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"fireman","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"following","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"Fred","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"gallop","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"gentlemen","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"goldbug","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"gracefully","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"gulped","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"hatch","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"Hiroko","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"humming","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"indoors","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"jaws","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"Katie","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"knit","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"leap","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"Lisa","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"loudly","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"maiden","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"mattress","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"merrymen","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"mistress","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"mulberry","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"Ned","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"nowhere","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"oven","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"pancake","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"patient","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"petticoat","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"pity","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"poached","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"possibly","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"pretended","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"puff","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"raspberry","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"ridiculous","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"rubber","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"Sammy","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"service","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"shell","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"signal","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"skunk","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"sneaky","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"sons","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"spin","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"steal","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"straw","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"surrounded","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"teach","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"thy","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"tough","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"troubles","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"twice","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"usually","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"wedding","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"whistled","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"workers","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"act (part of a play)","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"creep (move slowly)","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"helping (in a friendly way)","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"lean (to one side)","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"point (place)","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"rolls (like a tire)","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"sink (down)","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"tears (eyes)","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"wind (movement of air)","Is the word","...","gender",5,"Very masculine","Somewhat masculine","Neither masculine nor feminine","Somewhat feminine","Very feminine"
"Fish can swim",,,"catch",1,"Strongly disagree","Somewhat disagree","Neither agreee nor disagree","Somewhat agree","Strongly agree"
"Five + 2 is seven",,,"catch",5,"Strongly disagree","Somewhat disagree","Neither agreee nor disagree","Somewhat agree","Strongly agree"
"The word red has two letters",,,"catch",1,"Strongly disagree","Somewhat disagree","Neither agreee nor disagree","Somewhat agree","Strongly agree"
"Squares have four sides",,,"catch",5,"Strongly disagree","Somewhat disagree","Neither agreee nor disagree","Somewhat agree","Strongly agree"
"An elephant is smaller than a mouse",,,"catch",1,"Strongly disagree","Somewhat disagree","Neither agreee nor disagree","Somewhat agree","Strongly agree"
"Six is larger than four",,,"catch",5,"Strongly disagree","Somewhat disagree","Neither agreee nor disagree","Somewhat agree","Strongly agree"
